
nothing,41.64556121826172
nothing,40.964691162109375
nothing,41.233154296875
replace_corrupted_0s,40.969215393066406
replace_corrupted_0s,41.19062423706055
replace_corrupted_0s,41.46396255493164
add_band_corrupted_arrays,40.770599365234375
add_band_corrupted_arrays,40.78044509887695
add_band_corrupted_arrays,41.42067337036133
nothing,97.71271514892578
nothing,96.728515625
replace_corrupted_0s,97.12787628173828
replace_corrupted_0s,94.1452865600586
add_band_corrupted_arrays,97.45417022705078
add_band_corrupted_arrays,99.04150390625
nothing,97.54544830322266
